Protein,Gene,Patient,Measurement 1,Measurement 2,Measurement 3,Mean,Std,CV
Elongation factor 1-alpha 1; Putative elongation factor 1-alpha-like 3,EEF1A1;EEF1A1P5,92,30251000000.0,40982000000.0,35368000000.0,35533666666.67,4382478319.65,0.1233
Elongation factor 1-alpha 1; Putative elongation factor 1-alpha-like 3,EEF1A1;EEF1A1P5,54,22349000000.0,20479000000.0,24848000000.0,22558666666.67,1789787758.99,0.0793
Elongation factor 1-alpha 1; Putative elongation factor 1-alpha-like 3,EEF1A1;EEF1A1P5,104,23774000000.0,44431000000.0,41188000000.0,36464333333.33,9070563464.06,0.2488
Alpha-enolase,ENO1,12,47513000000.0,60721000000.0,46013000000.0,51415666666.67,6608298890.2,0.1285
Alpha-enolase,ENO1,21,61100000000.0,45807000000.0,41217000000.0,49374666666.67,8500180638.6,0.1722
Alpha-enolase,ENO1,25,51659000000.0,57731000000.0,39954000000.0,49781333333.33,7377879385.18,0.1482
Alpha-enolase,ENO1,27,42524000000.0,34725000000.0,24376000000.0,33875000000.0,7433229491.05,0.2194
Alpha-enolase,ENO1,31,50611000000.0,48269000000.0,47219000000.0,48699666666.67,1417867255.97,0.0291
Alpha-enolase,ENO1,32,58173000000.0,50759000000.0,68448000000.0,59126666666.67,7252920806.28,0.1227
Alpha-enolase,ENO1,33,45809000000.0,47701000000.0,44809000000.0,46106333333.33,1199227899.76,0.026
Alpha-enolase,ENO1,39,36148000000.0,27262000000.0,34770000000.0,32726666666.67,3904839504.46,0.1193
Alpha-enolase,ENO1,89,38966000000.0,60732000000.0,29676000000.0,43124666666.67,13015110841.72,0.3018
Alpha-enolase,ENO1,90,47713000000.0,39090000000.0,43324000000.0,43375666666.67,3520514577.29,0.0812
Alpha-enolase,ENO1,103,47607000000.0,51295000000.0,45382000000.0,48094666666.67,2438477165.96,0.0507
Alpha-enolase,ENO1,99,46244000000.0,45073000000.0,35748000000.0,42355000000.0,4696250064.32,0.1109
Alpha-enolase,ENO1,73,41442000000.0,46037000000.0,36287000000.0,41255333333.33,3982608720.7,0.0965
Alpha-enolase,ENO1,92,46481000000.0,58493000000.0,52214000000.0,52396000000.0,4905566837.79,0.0936
Alpha-enolase,ENO1,54,27022000000.0,25908000000.0,27948000000.0,26959333333.33,834004529.7,0.0309
Alpha-enolase,ENO1,104,34313000000.0,40083000000.0,33087000000.0,35827666666.67,3050318599.02,0.0851
Heat shock cognate 71 kDa protein,HSPA8,12,38444000000.0,50184000000.0,40987000000.0,43205000000.0,5042918665.48,0.1167
Heat shock cognate 71 kDa protein,HSPA8,21,37397000000.0,20924000000.0,25616000000.0,27979000000.0,6929538657.08,0.2477
Heat shock cognate 71 kDa protein,HSPA8,25,29612000000.0,29856000000.0,20765000000.0,26744333333.33,4229200423.51,0.1581
Heat shock cognate 71 kDa protein,HSPA8,27,34105000000.0,34064000000.0,45185000000.0,37784666666.67,5232852653.08,0.1385
Heat shock cognate 71 kDa protein,HSPA8,31,35132000000.0,39080000000.0,35913000000.0,36708333333.33,1707062258.84,0.0465
Heat shock cognate 71 kDa protein,HSPA8,32,43300000000.0,42766000000.0,40938000000.0,42334666666.67,1011367830.66,0.0239
Heat shock cognate 71 kDa protein,HSPA8,33,28927000000.0,32824000000.0,27063000000.0,29604666666.67,2400236701.29,0.0811
Heat shock cognate 71 kDa protein,HSPA8,39,25112000000.0,24304000000.0,28467000000.0,25961000000.0,1802450739.04,0.0694
Heat shock cognate 71 kDa protein,HSPA8,89,24425000000.0,35474000000.0,21642000000.0,27180333333.33,5973550163.48,0.2198
Heat shock cognate 71 kDa protein,HSPA8,90,36341000000.0,49476000000.0,40729000000.0,42182000000.0,5459881744.75,0.1294
Heat shock cognate 71 kDa protein,HSPA8,103,37986000000.0,32636000000.0,36642000000.0,35754666666.67,2272464936.78,0.0636
Heat shock cognate 71 kDa protein,HSPA8,99,53041000000.0,44466000000.0,43939000000.0,47148666666.67,4172059949.5,0.0885
Heat shock cognate 71 kDa protein,HSPA8,73,43965000000.0,40401000000.0,38396000000.0,40920666666.67,2303038620.8,0.0563
Heat shock cognate 71 kDa protein,HSPA8,92,35554000000.0,35807000000.0,42419000000.0,37926666666.67,3178238121.28,0.0838
Heat shock cognate 71 kDa protein,HSPA8,54,21999000000.0,21489000000.0,23253000000.0,22247000000.0,741193631.92,0.0333
Heat shock cognate 71 kDa protein,HSPA8,104,17630000000.0,30996000000.0,31545000000.0,26723666666.67,6434098244.68,0.2408
Tubulin alpha-1B chain,TUBA1B,12,32990000000.0,33748000000.0,33548000000.0,33428666666.67,320750508.79,0.0096
Tubulin alpha-1B chain,TUBA1B,21,37433000000.0,26947000000.0,28499000000.0,30959666666.67,4620981810.06,0.1493
Tubulin alpha-1B chain,TUBA1B,25,37872000000.0,38365000000.0,30272000000.0,35503000000.0,3704347265.94,0.1043
Tubulin alpha-1B chain,TUBA1B,27,51201000000.0,42738000000.0,46868000000.0,46935666666.67,3455336581.13,0.0736
Tubulin alpha-1B chain,TUBA1B,31,28134000000.0,31748000000.0,33020000000.0,30967333333.33,2069674585.26,0.0668
Tubulin alpha-1B chain,TUBA1B,32,37014000000.0,33723000000.0,40289000000.0,37008666666.67,2680560928.03,0.0724
Tubulin alpha-1B chain,TUBA1B,33,26799000000.0,27060000000.0,23384000000.0,25747666666.67,1674757760.26,0.065
Tubulin alpha-1B chain,TUBA1B,39,24913000000.0,25386000000.0,31421000000.0,27240000000.0,2962713058.44,0.1088
Tubulin alpha-1B chain,TUBA1B,89,29503000000.0,48036000000.0,21956000000.0,33165000000.0,10957471819.11,0.3304
Tubulin alpha-1B chain,TUBA1B,90,25371000000.0,46245000000.0,21670000000.0,31095333333.33,10818461083.82,0.3479
Tubulin alpha-1B chain,TUBA1B,103,25817000000.0,27253000000.0,25754000000.0,26274666666.67,692264079.35,0.0263
Tubulin alpha-1B chain,TUBA1B,99,30055000000.0,35847000000.0,37373000000.0,34425000000.0,3152231378.99,0.0916
Tubulin alpha-1B chain,TUBA1B,73,33865000000.0,30621000000.0,38862000000.0,34449333333.33,3389651342.28,0.0984
Tubulin alpha-1B chain,TUBA1B,92,24371000000.0,36948000000.0,32044000000.0,31121000000.0,5175852844.38,0.1663
Tubulin alpha-1B chain,TUBA1B,54,23761000000.0,26962000000.0,29831000000.0,26851333333.33,2479302366.03,0.0923
Tubulin alpha-1B chain,TUBA1B,104,24793000000.0,26973000000.0,26699000000.0,26155000000.0,969553849.29,0.0371
Phosphoglycerate kinase 1,PGK1,12,18033000000.0,24980000000.0,17849000000.0,20287333333.33,3319066568.91,0.1636
Phosphoglycerate kinase 1,PGK1,21,18725000000.0,14550000000.0,17196000000.0,16823666666.67,1724650753.7,0.1025
Phosphoglycerate kinase 1,PGK1,25,9287100000.0,12290000000.0,8261400000.0,9946166666.67,1709421177.54,0.1719
Phosphoglycerate kinase 1,PGK1,27,12749000000.0,11200000000.0,9724500000.0,11224500000.0,1234868481.53,0.11
Phosphoglycerate kinase 1,PGK1,31,19626000000.0,20710000000.0,16004000000.0,18780000000.0,2012195484.21,0.1071
Phosphoglycerate kinase 1,PGK1,32,22108000000.0,16945000000.0,24545000000.0,21199333333.33,3168517669.55,0.1495
Phosphoglycerate kinase 1,PGK1,33,20112000000.0,23457000000.0,19864000000.0,21144333333.33,1638433465.91,0.0775
Phosphoglycerate kinase 1,PGK1,39,19930000000.0,23383000000.0,19910000000.0,21074333333.33,1632494274.28,0.0775
Phosphoglycerate kinase 1,PGK1,89,16077000000.0,28604000000.0,13246000000.0,19309000000.0,6673400382.61,0.3456
Phosphoglycerate kinase 1,PGK1,90,18657000000.0,16521000000.0,14913000000.0,16697000000.0,1533539696.26,0.0918
Phosphoglycerate kinase 1,PGK1,103,21471000000.0,22430000000.0,20615000000.0,21505333333.33,741368254.57,0.0345
Phosphoglycerate kinase 1,PGK1,99,16279000000.0,15106000000.0,15119000000.0,15501333333.33,549918983.93,0.0355
Phosphoglycerate kinase 1,PGK1,73,19733000000.0,24020000000.0,18070000000.0,20607666666.67,2506578854.84,0.1216
Phosphoglycerate kinase 1,PGK1,92,25132000000.0,22190000000.0,17496000000.0,21606000000.0,3144616139.8,0.1455
Phosphoglycerate kinase 1,PGK1,54,16991000000.0,17857000000.0,14768000000.0,16538666666.67,1301008412.31,0.0787
Phosphoglycerate kinase 1,PGK1,104,20394000000.0,27680000000.0,21755000000.0,23276333333.33,3163046035.43,0.1359
Transitional endoplasmic reticulum ATPase,VCP,12,14554000000.0,18459000000.0,15441000000.0,16151333333.33,1671463696.55,0.1035
Transitional endoplasmic reticulum ATPase,VCP,21,13263000000.0,10908000000.0,8324100000.0,10831700000.0,2017019181.86,0.1862
Transitional endoplasmic reticulum ATPase,VCP,25,11200000000.0,13227000000.0,9297400000.0,11241466666.67,1604520417.1,0.1427
Transitional endoplasmic reticulum ATPase,VCP,27,10073000000.0,12275000000.0,13393000000.0,11913666666.67,1379256160.24,0.1158
Transitional endoplasmic reticulum ATPase,VCP,31,8998300000.0,7463500000.0,9121600000.0,8527800000.0,754255301.61,0.0884
Transitional endoplasmic reticulum ATPase,VCP,32,10484000000.0,9150000000.0,10348000000.0,9994000000.0,599375230.27,0.06
Transitional endoplasmic reticulum ATPase,VCP,33,11140000000.0,13567000000.0,9615900000.0,11440966666.67,1627008195.7,0.1422
Transitional endoplasmic reticulum ATPase,VCP,39,7649100000.0,6963700000.0,9574600000.0,8062466666.67,1105246187.76,0.1371
Transitional endoplasmic reticulum ATPase,VCP,89,7838700000.0,9585200000.0,6782900000.0,8068933333.33,1155559565.27,0.1432
Transitional endoplasmic reticulum ATPase,VCP,90,10645000000.0,8277700000.0,7557800000.0,8826833333.33,1318802872.14,0.1494
Transitional endoplasmic reticulum ATPase,VCP,103,11285000000.0,9684700000.0,11256000000.0,10741900000.0,747647033.48,0.0696
Transitional endoplasmic reticulum ATPase,VCP,99,13317000000.0,11803000000.0,11041000000.0,12053666666.67,945927880.74,0.0785
Transitional endoplasmic reticulum ATPase,VCP,73,10293000000.0,13015000000.0,11613000000.0,11640333333.33,1111419912.64,0.0955
Transitional endoplasmic reticulum ATPase,VCP,92,10596000000.0,10036000000.0,10985000000.0,10539000000.0,389518506.19,0.037
